X1,X2,X3,Y
2.4,46,3.06,25087
3.6,44,3.06,24765
4.4,44,3.06,24554
5.7,42,3.06,24811
6.5,40,3.06,24839
6.7,40,3.06,24912
6.5,40,3.06,25302
6.3,40,3.06,25285
5.7,40,3.06,25648
5.3,41,3.06,25724
4.9,41,3.06,25718
4.5,42,3.06,25604
4.4,41,3.06,25849
4.3,42,3.06,25875
4.2,42,3.06,25929
4.1,42,3.06,26132
4.0,42,3.06,26010
3.8,42,3.06,26125
3.5,42,3.06,25980
3.3,43,3.06,25974
3.1,43,3.06,26169
2.8,43,3.06,26088
2.7,44,3.06,25977
3.1,43,3.06,26150
3.7,42,3.06,25984
4.7,41,3.06,26002
5.3,40,3.06,25790
5.9,40,3.06,25936
6.1,40,3.06,25684
6.6,40,3.06,25345
6.9,39,3.06,25528
7.1,40,3.06,24963
6.6,42,3.06,24237
6.2,43,3.06,23704
5.6,42,3.06,24337
5.1,44,3.06,23977
4.7,45,3.06,23722
4.2,45,3.06,24074
3.8,45,3.06,24162
3.6,46,3.06,24288
3.2,44,3.06,24908
2.9,45,3.06,24980
2.6,45,3.06,25108
2.3,45,3.06,25349
2.0,46,3.06,25350
1.7,46,3.06,25570
1.5,46,3.06,25443
1.9,46,3.06,25568
2.8,44,3.06,25636
3.9,43,3.06,25598
5.1,42,3.06,25082
6.6,40,3.06,24960
7.9,39,3.06,24739
9.0,39,3.06,23993
9.6,38,3.06,24316
8.3,41,3.06,23629
7.9,41,3.06,23585
7.2,43,3.06,22951
6.7,44,3.06,22967
6.1,45,3.06,22808
5.6,45,3.06,22943
5.1,46,3.06,22871
4.8,46,3.06,22791
4.4,47,3.06,22874
4.2,47,3.06,22871
3.8,47,3.06,23106
3.2,48,3.06,23306
3.1,48,3.06,23243
2.9,48,3.06,23301
2.8,48,3.06,23379
2.7,48,3.06,23464
3.2,48,3.06,23332
4.1,46,3.06,23513
5.4,45,3.06,23212
6.8,44,3.06,22731
8.0,42,3.06,22756
8.9,41,3.06,23074
9.6,39,3.06,23430
9.8,39,3.06,23716
9.6,38,3.06,23754
9.3,39,3.06,23749
8.9,40,3.06,23690
8.5,40,3.06,24084
8.1,40,3.06,23736
7.7,41,3.06,23720
7.4,42,3.06,23402
7.1,42,3.06,23762
6.7,42,3.06,23623
6.3,42,3.06,23986
6.0,42,3.06,24238
5.7,42,3.06,24419
5.4,43,3.06,24200
5.1,43,3.06,24242
5.0,43,3.06,24503
5.0,43,3.06,24546
5.4,42,3.06,24556
5.9,42,3.06,24222
6.4,42,3.06,24068
7.2,41,3.06,24235
7.9,40,3.06,24142
8.2,40,3.06,23964
8.5,39,3.06,23998
8.6,39,3.06,24068
8.6,39,3.06,24236
8.5,40,3.06,24072
8.3,40,3.06,24024
8.2,40,3.06,24011
8.1,40,3.06,24013
7.9,40,3.06,23831
7.7,40,3.06,23987
7.5,41,3.06,23890
7.1,41,3.06,23926
7.2,41,3.06,23934
7.2,42,3.06,23732
7.0,41,3.06,24028
6.8,41,3.06,24109
6.6,42,3.06,24082
6.6,42,3.06,24145
6.5,41,3.06,24201
7.0,41,3.06,24113
7.9,40,3.06,24068
9.2,39,3.06,23909
10.7,38,3.06,23800
12.9,35,3.06,23806
13.7,35,3.06,23971
13.9,34,3.06,24308
13.7,34,3.06,24678
13.4,34,3.06,24652
13.0,34,3.06,24602
12.4,35,3.06,24648
12.0,35,3.06,25032
11.7,35,3.06,25037
11.5,35,3.06,24830
11.3,36,3.06,24754
11.2,36,3.06,24805
11.0,36,3.06,24806
10.8,36,3.06,24814
10.7,36,3.06,24796
10.5,36,3.06,24860
10.2,36,3.06,24874
9.9,37,3.06,24908
9.6,37,3.06,24956
9.4,37,3.06,24993
9.5,36,3.06,25285
9.6,36,3.06,25256
9.8,36,3.06,25218
10.8,36,3.06,25002
11.3,35,3.06,25120
11.0,35,3.06,25096
11.3,35,3.06,25267
11.1,35,3.06,25179
10.8,36,3.06,25169
10.5,36,3.06,25331
9.9,36,3.06,25322
9.0,37,3.06,25549
8.2,38,3.06,25418
7.8,38,3.06,25381
7.4,39,3.06,25357
7.1,39,3.06,25359
6.6,40,3.06,25179
6.3,41,3.06,24749
6.1,41,3.06,24746
5.9,42,3.06,24750
5.6,42,3.06,24830
5.3,42,3.06,24900
4.8,42,3.06,25320
4.8,42,3.06,25254
5.4,41,3.06,25153
6.6,40,3.06,25158
7.9,38,3.06,25104
9.1,38,3.06,24894
10.4,36,3.06,24850
11.3,36,3.06,24744
12.0,35,3.06,24740
12.0,35,3.06,24786
11.8,35,3.06,24903
11.5,35,3.06,25060
11.0,36,3.06,24976
10.5,36,3.06,24451
10.2,38,3.06,24212
9.7,37,3.06,24641
9.3,37,3.06,24766
8.9,38,3.06,24917
8.7,38,3.06,24666
8.6,38,3.06,24734
8.5,39,3.06,24539
8.3,40,3.06,24274
8.1,40,3.06,23811
7.9,40,3.06,23732
7.7,40,3.06,24389
7.6,40,3.06,24431
8.2,39,3.06,24634
9.3,38,3.06,24423
11.1,38,3.06,23614
12.6,36,3.06,24002
13.5,36,3.06,23630
14.0,34,3.06,24426
13.6,35,3.06,23605
13.1,36,3.06,23594
12.6,37,3.06,23119
12.1,34,3.06,25558
11.1,35,3.06,25394
9.9,36,3.06,25130
9.8,38,3.06,24399
9.6,41,3.06,22788
9.5,39,3.06,23527
9.1,42,3.06,22486
8.7,42,3.06,22378
8.5,40,3.06,23363
8.1,40,3.06,23746
7.8,38,3.06,25160
7.7,40,3.06,24149
7.7,40,3.06,24109
7.5,41,3.06,23847
7.6,40,3.06,24179
7.9,40,3.06,24248
8.5,38,3.06,24830
9.4,37,3.06,24765
10.5,36,3.06,24855
11.4,34,3.06,25443
12.2,33,3.06,25763
12.6,32,3.06,26250
12.0,32,3.06,26645
11.4,34,3.06,26060
11.1,37,3.06,24077
10.2,38,3.06,24138
9.7,38,3.06,24140
9.4,39,3.06,23703
9.0,38,3.06,24676
8.8,38,3.06,24858
8.5,38,3.06,24814
8.3,39,3.06,24416
8.2,38,3.06,25276
7.9,38,3.06,25440
7.6,38,3.06,25310
7.3,40,3.06,24884
7.1,40,3.06,24956
6.9,40,3.06,24866
6.8,40,3.06,24805
7.2,41,3.06,23974
7.9,41,3.06,23422
8.9,40,3.06,23277
9.9,41,3.06,22216
11.0,39,3.06,22453
13.6,38,3.06,21864
13.7,36,3.06,23372
12.8,35,3.06,24612
12.1,36,3.06,23772
11.4,38,3.06,23177
10.6,40,3.06,22658
9.9,40,3.06,22509
9.1,41,3.06,22892
8.9,39,3.06,24244
8.6,39,3.06,24322
8.5,39,3.06,24250
8.2,39,3.06,24528
7.9,40,3.06,24022
7.3,40,3.06,24616
6.9,40,3.06,24753
6.9,39,3.06,25532
6.7,39,3.06,25839
6.5,39,3.06,25802
6.5,38,3.06,26076
7.0,38,3.06,25764
8.1,37,3.06,26036
9.4,36,3.06,25931
11.0,34,3.06,25874
13.2,32,3.06,25869
14.2,32,3.06,25770
14.1,32,3.06,25674
13.9,32,3.06,25676
13.5,32,3.06,25733
13.1,33,3.06,25688
12.6,33,3.06,25716
12.4,33,3.06,25729
12.0,34,3.06,25774
11.8,34,3.06,25796
11.6,34,3.06,25894
11.5,34,3.06,25458
11.3,36,3.06,24520
11.1,37,3.06,23697
10.9,37,3.06,24302
10.8,34,3.06,26643
10.7,34,3.06,26539
10.6,34,3.06,26410
10.6,35,3.06,25729
10.7,35,3.06,25805
11.0,36,3.06,24993
11.8,34,3.06,25388
13.0,33,3.06,25270
13.6,33,3.06,25164
14.1,33,3.06,25032
14.2,32,3.06,25154
14.1,32,3.06,25405
14.1,32,3.06,25458
13.9,33,3.06,25106
13.4,34,3.06,24770
13.1,34,3.06,24475
12.8,34,3.06,24814
12.5,34,3.06,24813
12.2,34,3.06,24952
12.1,34,3.06,24893
11.8,35,3.06,24923
11.6,34,3.06,25813
11.6,34,3.06,25691
11.5,34,3.06,25752
11.4,34,3.06,25769
11.1,32,3.06,27685
11.0,33,3.06,27049
11.0,34,3.06,26266
11.1,34,3.06,25889
11.5,33,3.06,26660
12.7,33,3.06,25808
14.0,30,3.06,27458
14.3,32,3.06,25914
14.5,32,3.06,25681
14.8,30,3.06,26814
15.1,30,3.06,26212
15.0,32,3.06,25011
14.6,32,3.06,25442
14.1,31,3.06,26450
13.8,31,3.06,27020
13.5,32,3.06,26478
12.9,33,3.06,25912
12.6,33,3.06,25973
12.0,33,3.06,26467
11.6,33,3.06,26608
11.2,33,3.06,27171
10.9,34,3.06,25817
10.5,36,3.06,25128
10.3,34,3.06,27035
9.9,32,3.06,28739
9.6,33,3.06,27965
9.3,34,3.06,27658
8.9,34,3.06,27608
9.1,35,3.06,26435
9.2,35,3.06,26576
9.4,36,3.06,25538
9.7,35,3.06,26023
9.8,35,3.06,26082
9.8,36,3.06,25683
9.6,36,3.06,25219
9.3,37,3.06,25199
8.9,36,3.06,26286
8.6,38,3.06,24863
8.3,39,3.06,24490
8.0,38,3.06,25061
7.8,39,3.06,25130
7.7,38,3.06,25133
7.6,39,3.06,25099
7.4,39,3.06,24978
7.4,39,3.06,25042
7.4,39,3.06,25099
7.4,35,3.06,27747
7.3,38,3.06,25631
7.3,38,3.06,25646
7.2,38,3.06,25838
7.0,35,3.06,28386
6.9,37,3.06,27077
7.1,39,3.06,25113
7.2,36,3.06,27204
7.5,36,3.06,26889
7.9,38,3.06,26005
8.1,36,3.06,26322
8.1,37,3.06,26215
8.1,37,3.06,26294
7.9,38,3.06,25484
7.7,40,3.06,24518
7.5,39,3.06,24643
7.3,40,3.06,24589
7.2,40,3.06,24718
7.0,40,3.06,25022
6.9,40,3.06,24876
6.8,40,3.06,24707
6.7,40,3.06,25058
6.7,40,3.06,25059
6.6,40,3.06,25244
6.5,38,3.06,26725
6.5,41,3.06,24556
6.4,40,3.06,25169
6.3,39,3.06,25936
6.2,40,3.06,25526
6.2,40,3.06,25538
6.3,41,3.06,24648
6.4,41,3.06,24575
6.7,40,3.06,25198
6.9,39,3.06,25342
7.1,39,3.06,25533
7.2,38,3.06,26166
7.4,37,3.06,26196
7.5,37,3.06,26103
7.4,38,3.06,26091
7.3,38,3.06,25989
7.1,38,3.06,26090
6.9,39,3.06,25773
6.8,38,3.06,26074
6.7,38,3.06,26085
6.6,38,3.06,26116
6.4,39,3.06,26008
6.2,39,3.06,26008
6.1,39,3.06,25871
6.1,40,3.06,25785
6.1,39,3.06,25815
6.0,40,3.06,25724
5.9,40,3.06,25730
5.8,40,3.06,25683
5.9,40,3.06,25660
6.3,40,3.06,25537
7.0,39,3.06,25376
8.6,38,3.06,24710
10.7,36,3.06,24986
10.9,36,3.06,25076
10.3,36,3.06,25144
9.9,33,3.06,27670
10.0,34,3.06,26360
9.9,36,3.06,25354
9.6,36,3.06,25614
9.4,36,3.06,26107
9.2,38,3.06,24430
9.1,40,3.06,23564
8.9,40,3.06,23576
8.8,40,3.06,23515
8.6,40,3.06,23490
8.5,40,3.06,23600
8.4,40,3.06,23584
8.2,41,3.06,23493
8.0,41,3.06,23555
7.9,41,3.06,23536
7.9,41,3.06,23486
7.8,40,3.06,24154
7.9,39,3.06,24687
8.1,41,3.06,23494
8.6,37,3.06,25327
9.7,36,3.06,25799
10.3,35,3.06,25864
11.3,34,3.06,25677
12.7,33,3.06,25474
12.9,33,3.06,25812
12.0,35,3.06,24946
11.8,36,3.06,24134
11.3,37,3.06,23947
10.9,39,3.06,22876
10.4,41,3.06,22221
9.9,42,3.06,22020
9.4,40,3.06,23043
9.0,40,3.06,23404
8.8,40,3.06,23575
8.3,42,3.06,22987
7.9,41,3.06,23387
7.7,41,3.06,23840
7.4,41,3.06,24001
7.0,41,3.06,24206
6.7,41,3.06,24166
6.5,41,3.06,24339
6.5,42,3.06,24190
7.1,41,3.06,24166
7.9,41,3.06,23748
9.3,40,3.06,23536
10.6,38,3.06,24021
10.9,38,3.06,23210
11.3,37,3.06,23781
11.8,36,3.06,24458
11.5,36,3.06,24158
11.2,37,3.06,23928
10.9,36,3.06,24674
10.7,36,3.06,25106
10.3,38,3.06,23902
10.0,38,3.06,23576
9.4,40,3.06,23182
9.0,38,3.06,24309
8.4,40,3.06,24098
8.1,40,3.06,24011
7.7,40,3.06,24396
7.5,40,3.06,24414
7.2,40,3.06,24428
7.1,40,3.06,24726
6.9,40,3.06,24784
6.8,42,3.06,23947
6.7,42,3.06,23650
7.0,42,3.06,23739
7.5,40,3.06,24340
9.2,38,3.06,24593
11.5,35,3.06,25353
12.6,36,3.06,24164
13.5,35,3.06,23759
13.5,34,3.06,24572
13.7,34,3.06,24522
13.4,36,3.06,23006
12.8,36,3.06,23880
11.8,38,3.06,22990
10.8,42,3.03,21426
10.2,46,3.03,19569
9.8,46,3.03,19963
9.3,46,3.03,20004
8.9,47,3.03,20076
8.6,46,3.03,20450
8.1,46,3.06,20830
8.0,46,3.03,20917
7.7,44,3.06,21815
7.5,45,3.06,21716
7.3,46,3.06,21567
7.2,45,3.06,21840
7.3,45,3.06,21793
8.2,44,3.06,21573
9.6,44,3.06,21065
11.2,43,3.03,20567
13.4,41,3.03,20292
14.6,39,3.03,20628
16.2,34,3.06,23264
16.1,32,3.06,24800
15.8,31,3.06,25538
15.1,35,3.06,23002
14.5,35,3.06,23376
13.5,35,3.06,23864
13.0,36,3.06,23508
12.5,38,3.06,22417
11.8,40,3.06,21890
11.4,38,3.06,22940
10.9,39,3.06,22817
10.4,39,3.06,23280
10.1,40,3.06,23126
9.6,40,3.06,23500
9.0,38,3.06,24389
8.6,38,3.06,24608
8.4,39,3.06,24387
7.9,40,3.06,24335
7.6,40,3.06,24220
8.5,39,3.06,24107
9.8,40,3.06,23282
11.9,37,3.06,23525
13.4,35,3.06,23915
14.8,35,3.06,22972
16.2,32,3.06,24518
16.6,30,3.06,25356
16.4,30,3.06,25609
16.1,30,3.06,25572
15.7,34,3.06,23639
15.0,37,3.06,21663
14.5,39,3.03,20840
13.8,39,3.03,21338
13.2,36,3.06,23569
12.4,38,3.06,22967
11.8,37,3.06,23281
11.6,36,3.06,23912
11.1,38,3.06,22956
11.0,42,3.06,21373
10.7,42,3.06,21226
10.5,41,3.06,21778
10.3,42,3.06,21427
10.1,43,3.06,21080
10.1,43,3.06,21087
10.6,41,3.06,21715
11.7,41,3.06,21252
12.9,38,3.06,22364
14.0,37,3.06,22299
15.1,36,3.06,22521
15.6,33,3.06,23874
15.8,34,3.06,23241
15.9,34,3.06,23130
15.8,33,3.06,23915
15.2,34,3.06,23218
14.6,36,3.06,22448
14.0,37,3.06,22130
13.3,38,3.06,22278
13.0,38,3.06,21984
12.8,39,3.06,21814
12.6,39,3.06,21610
12.2,39,3.06,21829
11.9,39,3.06,22051
11.6,39,3.06,22186
11.3,39,3.06,22381
10.9,40,3.06,22324
10.7,39,3.06,22964
10.4,39,3.06,23234
10.5,39,3.06,23328
11.1,36,3.06,24454
12.6,35,3.06,24275
14.1,34,3.06,24336
14.7,34,3.06,24116
15.5,35,3.06,22588
16.2,35,3.06,22439
16.5,35,3.03,22026
17.1,34,3.06,22421
16.5,34,3.06,22458
16.0,38,3.03,21053
15.4,36,3.03,21890
15.1,36,3.06,22669
14.7,36,3.06,22742
14.3,36,3.06,22748
14.1,36,3.06,22478
14.1,36,3.06,22629
13.8,38,3.06,21980
13.8,37,3.06,22472
13.7,35,3.06,23661
13.5,36,3.06,23305
13.6,36,3.06,23390
13.5,36,3.06,23290
13.4,36,3.06,23407
13.5,35,3.06,23835
14.4,38,3.06,21725
15.1,37,3.03,21520
15.5,38,3.03,21194
15.6,37,3.03,21401
15.3,35,3.06,22878
15.2,33,3.06,24494
14.9,33,3.06,24180
14.6,36,3.06,22834
14.3,36,3.06,22419
13.9,37,3.06,22313
13.6,36,3.06,23409
13.1,38,3.06,22022
12.9,38,3.06,22323
12.8,39,3.06,21853
12.4,38,3.06,22741
11.9,37,3.06,23622
11.2,37,3.06,23694
10.6,38,3.06,23626
9.9,40,3.06,22824
9.4,41,3.06,22734
8.8,41,3.06,23038
8.3,42,3.06,22772
7.9,42,3.06,22878
7.9,44,3.06,22205
8.2,43,3.06,22206
9.3,44,3.06,21331
10.5,42,3.06,21634
11.5,41,3.06,21356
11.6,41,3.06,21458
11.0,42,3.06,21357
10.7,42,3.06,21324
10.5,43,3.03,21033
10.2,43,3.06,20957
9.9,43,3.06,21419
9.6,45,3.03,20644
9.3,46,3.03,20150
9.0,45,3.06,20922
8.8,42,3.06,22061
8.5,48,3.03,20053
8.2,49,3.03,19668
7.8,49,3.03,19893
7.4,50,3.03,19882
6.9,47,3.03,21296
6.4,48,3.06,21303
6.0,48,3.06,21233
5.6,49,3.06,21198
5.3,48,3.06,21524
5.6,48,3.06,21800
6.6,47,3.06,21324
7.9,44,3.06,21735
9.4,38,3.06,24028
10.9,39,3.06,22846
11.9,41,3.06,21143
13.0,39,3.06,21662
13.6,38,3.06,22186
13.6,34,3.06,24272
13.1,37,3.06,22687
12.0,38,3.06,22546
11.2,39,3.06,22942
10.4,40,3.06,22477
10.0,39,3.06,23430
9.0,39,3.06,23967
8.5,40,3.06,23452
8.0,42,3.06,22561
7.6,43,3.06,22558
7.1,44,3.06,22311
6.7,44,3.06,22434
6.3,46,3.06,21841
5.7,48,3.06,21620
5.4,47,3.06,22095
5.3,48,3.06,22000
5.3,46,3.06,23046
6.0,43,3.06,23573
7.2,44,3.06,22260
9.1,42,3.06,22105
11.1,40,3.06,22387
13.2,38,3.06,22232
13.9,36,3.06,23089
13.8,38,3.06,22178
13.8,40,3.03,20776
13.3,40,3.03,20849
12.5,38,3.06,22387
11.6,37,3.06,23552
10.9,36,3.06,24634
10.2,38,3.06,24132
9.6,39,3.06,23368
9.1,39,3.06,23860
8.8,42,3.06,22608
7.8,44,3.06,22118
7.2,45,3.06,21958
6.9,46,3.06,21460
6.2,48,3.06,21480
5.8,48,3.06,21490
5.5,48,3.06,21654
5.3,49,3.06,21376
5.5,47,3.06,21857
6.3,47,3.06,21792
7.6,45,3.06,21567
9.9,42,3.06,21512
12.2,41,3.03,20774
12.2,42,3.03,20438
12.6,42,3.03,20544
13.2,42,3.03,20191
13.7,39,3.03,21130
13.5,39,3.06,21266
12.9,42,3.03,20112
12.3,42,3.03,20403
11.8,41,3.06,21071
11.3,42,3.03,20790
10.7,42,3.03,20973
10.3,43,3.06,21027
10.0,44,3.06,20942
10.1,45,3.03,20155
9.9,45,3.03,20135
9.8,46,3.03,20180
9.8,48,3.03,19252
9.6,46,3.03,20128
9.5,48,3.03,19264
9.5,46,3.03,20038
9.6,47,3.03,19746
9.6,46,3.03,20282
9.7,45,3.03,20567
9.9,48,3.03,19150
10.1,48,3.03,18951
10.2,46,3.03,19880
10.1,43,3.06,21213
10.0,41,3.06,22164
9.7,37,3.06,24752
9.5,40,3.06,23361
9.1,40,3.06,23608
8.7,39,3.06,24431
8.4,38,3.06,24672
8.2,39,3.06,24618
8.0,38,3.06,25135
7.9,40,3.06,24094
7.7,38,3.06,25837
7.5,37,3.06,26290
7.3,39,3.06,25258
7.1,42,3.06,23684
6.9,43,3.06,23138
6.7,43,3.06,23105
6.5,44,3.06,22966
6.4,45,3.06,22369
6.4,45,3.06,22402
6.6,44,3.06,22604
7.3,44,3.06,22560
7.9,43,3.06,22514
8.4,44,3.06,21890
8.9,44,3.06,21199
9.4,44,3.06,21310
10.1,43,3.06,20941
10.3,41,3.06,21810
10.3,40,3.06,22316
9.9,44,3.03,20757
9.6,44,3.03,20685
9.2,45,3.06,20785
8.9,45,3.06,20870
8.5,46,3.06,20755
8.1,44,3.06,21608
8.0,44,3.06,21874
7.8,44,3.06,21816
7.6,44,3.06,21780
7.4,45,3.06,21827
7.3,45,3.06,21884
7.1,45,3.06,21854
6.9,46,3.06,21666
6.5,48,3.03,20883
6.5,48,3.06,21082
7.2,46,3.06,21357
8.3,45,3.06,21069
9.6,46,3.03,20080
11.1,43,3.03,20504
11.8,43,3.03,20275
12.2,42,3.03,20402
12.1,43,3.03,20102
12.1,41,3.03,21020
11.4,42,3.03,20795
10.6,42,3.06,21249
10.0,38,3.06,23703
9.6,40,3.06,23130
9.2,38,3.06,24840
9.0,38,3.06,24528
8.8,38,3.06,24596
8.6,39,3.06,24214
8.5,40,3.06,23450
8.4,41,3.06,23192
8.2,42,3.06,22882
8.1,44,3.06,21622
8.0,43,3.06,22066
7.9,43,3.06,22510
7.9,46,3.06,21156
8.0,45,3.06,21281
8.3,44,3.06,21763
8.6,42,3.06,22318
9.1,42,3.06,22085
9.8,42,3.06,21575
10.7,40,3.06,22416
12.3,38,3.06,22842
13.2,38,3.06,22377
13.4,38,3.06,22002
12.9,37,3.06,22937
12.1,39,3.06,22137
11.5,40,3.06,21915
11.0,41,3.06,21631
10.8,41,3.06,21586
10.5,42,3.06,21589
9.6,42,3.06,21946
9.5,42,3.06,21826
9.8,42,3.06,21761
9.7,43,3.03,21280
9.2,45,3.03,20543
8.9,44,3.06,21173
8.5,44,3.06,21659
8.0,43,3.06,22338
7.9,42,3.06,22682
8.0,44,3.06,21788
8.9,44,3.06,21582
10.4,40,3.06,22666
12.3,38,3.06,22296
15.1,35,3.06,22950
17.5,34,3.03,22776
17.8,33,3.06,22993
15.9,34,3.06,22830
15.7,34,3.06,23458
15.2,38,3.03,20946
14.2,40,3.03,20540
13.2,41,3.03,20656
12.7,42,3.03,20548
11.8,43,3.03,20123
11.1,45,3.03,19717
11.0,44,3.03,20165
10.6,45,3.03,19978
10.3,47,3.03,19396
10.2,48,3.03,19072
9.7,49,3.03,18792
9.9,48,3.03,18914
10.0,46,3.03,19619
9.9,47,3.03,19397
9.8,46,3.03,20077
9.9,46,3.03,20150
10.1,46,3.03,19728
10.4,46,3.03,19758
10.9,45,3.03,19650
12.0,44,3.03,19943
12.6,43,3.03,19762
13.2,41,3.03,20265
13.1,42,3.03,20197
12.9,43,3.03,19649
12.5,44,3.03,19458
12.2,44,3.03,19445
11.9,45,3.03,19306
11.5,46,3.03,19059
11.2,46,3.03,19156
11.1,46,3.03,19132
11.0,46,3.03,19158
10.8,46,3.03,19444
10.8,46,3.03,19501
10.6,46,3.03,19402
10.3,46,3.03,19435
10.1,47,3.03,19408
9.9,48,3.03,18877
9.8,48,3.03,19150
9.7,47,3.03,19697
10.0,46,3.03,19804
10.2,45,3.03,19997
10.7,43,3.03,20611
11.2,42,3.03,20936
11.5,43,3.03,20422
11.8,42,3.03,20588
12.1,42,3.03,20368
12.1,42,3.03,20343
12.1,42,3.03,20491
12.0,41,3.06,21243
11.7,39,3.06,22128
11.4,43,3.03,20572
11.2,44,3.03,19856
10.9,46,3.03,19097
10.7,46,3.03,19301
10.5,47,3.03,19241
10.3,47,3.03,19202
10.3,47,3.03,19374
10.2,46,3.03,19443
10.1,46,3.03,19756
10.0,45,3.03,20386
10.0,44,3.03,20482
10.0,45,3.03,20476
9.8,46,3.03,20096
9.9,46,3.03,20117
10.1,46,3.03,19835
10.0,46,3.03,19769
10.3,46,3.03,19722
10.8,43,3.03,20521
11.0,43,3.03,20584
11.0,43,3.03,20595
11.5,42,3.03,20955
12.2,42,3.03,20685
12.4,38,3.06,22174
11.8,40,3.06,21917
11.5,40,3.06,21982
11.3,44,3.03,20326
11.0,44,3.03,20120
10.5,44,3.03,20457
10.0,42,3.06,21871
9.7,42,3.06,22097
9.3,43,3.06,21740
9.1,44,3.06,21485
8.8,43,3.06,21831
8.5,44,3.06,21676
8.2,45,3.06,21317
7.8,47,3.03,20621
7.7,46,3.06,20944
8.2,44,3.06,21629
9.0,44,3.06,21255
10.8,44,3.03,20361
13.9,40,3.03,20702
15.1,38,3.03,21019
17.2,36,3.03,21273
17.5,35,3.03,21542
18.1,36,3.03,20949
17.4,36,3.03,21377
16.8,36,3.03,21604
15.9,35,3.03,22550
15.1,35,3.06,22758
14.2,37,3.06,22002
13.2,41,3.03,20616
12.2,44,3.03,19777
11.8,45,3.03,19268
11.7,45,3.03,19296
11.3,46,3.03,19387
10.9,48,3.03,18579
10.4,48,3.03,18511
10.1,49,3.03,18549
9.7,46,3.03,20140
9.3,44,3.06,21158
9.4,44,3.06,20851
9.8,45,3.03,20547
10.9,44,3.03,20414
12.7,42,3.03,20360
15.4,39,3.03,20549
16.9,37,3.03,20760
17.0,35,3.03,21681
16.6,36,3.03,21394
16.9,38,3.03,20598
16.7,39,3.03,19780
15.9,37,3.03,21095
15.3,35,3.06,22697
14.8,34,3.06,24075
14.2,33,3.06,25003
13.9,32,3.06,26330
13.8,32,3.06,25442
13.5,32,3.06,26009
13.1,32,3.06,26768
12.9,31,3.06,27186
12.7,32,3.06,26495
12.6,35,3.06,24278
12.4,35,3.06,24476
12.2,33,3.06,25935
12.1,36,3.06,24357
12.1,35,3.06,24780
12.2,34,3.06,25013
12.5,34,3.06,25133
13.5,32,3.06,26258
14.6,31,3.06,26407
15.9,30,3.06,25874
17.2,29,3.06,26304
18.1,28,3.06,26850
18.6,30,3.06,25104
18.8,28,3.06,26163
18.4,29,3.06,26128
17.4,30,3.06,25732
16.3,32,3.06,24078
14.8,34,3.06,23878
14.4,34,3.06,24275
13.9,34,3.06,24316
13.5,34,3.06,24780
12.8,35,3.06,24454
12.5,36,3.06,24100
12.1,36,3.06,23922
11.6,36,3.06,23955
11.3,36,3.06,24108
10.9,37,3.06,24207
10.5,37,3.06,24214
10.3,37,3.06,24371
10.6,37,3.06,24317
11.7,36,3.06,24573
13.1,34,3.06,24386
14.9,34,3.06,24161
16.7,32,3.06,24492
18.4,30,3.06,24656
20.4,29,3.06,24761
19.4,28,3.06,25416
18.5,28,3.06,26326
17.9,28,3.06,26983
17.3,28,3.06,26720
16.5,29,3.06,26644
15.8,30,3.06,26446
14.8,30,3.06,26431
14.5,31,3.06,26348
14.2,31,3.06,26366
13.8,31,3.06,26384
13.2,32,3.06,26492
12.5,32,3.06,26466
11.8,33,3.06,26332
11.3,33,3.06,26417
10.9,34,3.06,26541
10.2,34,3.06,26533
10.1,34,3.06,26687
10.1,34,3.06,26602
10.2,34,3.06,26282
10.2,35,3.06,25840
10.7,34,3.06,25878
11.2,34,3.06,25972
11.5,34,3.06,25999
11.2,34,3.06,25910
11.0,34,3.06,25807
10.7,35,3.06,25738
10.3,35,3.06,25730
9.7,36,3.06,25798
9.2,36,3.06,25818
8.8,36,3.06,25899
8.6,37,3.06,25894
8.2,37,3.06,25794
7.8,38,3.06,25760
7.4,38,3.06,25676
7.2,38,3.06,25651
6.9,39,3.06,25660
6.5,39,3.06,25648
6.1,39,3.06,26101
5.8,39,3.06,26295
5.4,39,3.06,26535
5.2,39,3.06,26622
5.3,39,3.06,26597
5.7,39,3.06,26490
6.6,38,3.06,26397
7.8,37,3.06,26275
8.8,35,3.06,26819
8.7,35,3.06,26656
8.7,36,3.06,26404
9.1,35,3.06,26366
8.7,36,3.06,26532
8.5,35,3.06,26924
8.0,36,3.06,27054
7.5,36,3.06,26868
6.8,37,3.06,26882
6.4,38,3.06,26481
5.9,40,3.06,25887
5.5,39,3.06,26478
5.2,39,3.06,26685
4.7,40,3.06,26511
4.3,40,3.06,26663
4.0,41,3.06,26533
3.6,41,3.06,26800
3.3,43,3.06,25530
2.9,46,3.06,24572
2.8,46,3.06,24649
3.2,44,3.06,25246
4.3,40,3.06,26650
5.8,38,3.06,27058
8.0,36,3.06,26766
9.7,35,3.06,26375
11.3,34,3.06,26311
12.7,32,3.06,26259
14.2,31,3.06,26300
13.6,31,3.06,26446
12.9,32,3.06,26474
12.0,33,3.06,26524
11.1,34,3.06,26090
10.3,34,3.06,26646
9.4,34,3.06,26908
8.5,36,3.06,26723
8.0,36,3.06,26336
7.6,37,3.06,26265
7.1,38,3.06,26095
6.8,38,3.06,26172
6.5,38,3.06,26326
6.2,39,3.06,26178
5.8,39,3.06,26252
